timestamp,run_name,dataset,model,optimizer,rho,adaptive,learning_rate,weight_decay,batch_size,epochs,seed,best_val_acc,best_val_epoch,train_acc_at_best,final_val_acc,final_train_acc,runtime_sec
20251213-021414,cifar10_resnet18_sgd_lr0.1_wd0.0005_bs512_seed2,cifar10,resnet18,sgd,0.05,False,0.1,0.0005,512,30,2,0.874,27,0.88196,0.8736,0.88302,1882.1961135864258
